loss,accuracy,auc,val_loss,val_accuracy,val_auc
28.194984436035156,0.6584285497665405,0.7723941802978516,28.226118087768555,0.5110245943069458,0.29126033186912537
28.088943481445312,0.8035714030265808,0.8804197311401367,28.22797966003418,0.4546954929828644,0.5302069783210754
28.006473541259766,0.84503573179245,0.9502732157707214,28.198976516723633,0.5081467628479004,0.8087920546531677
27.941267013549805,0.8656547665596008,0.9795113801956177,28.048564910888672,0.8162850737571716,0.9462183117866516
27.889375686645508,0.8843095302581787,0.9891283512115479,27.92147445678711,0.8616530299186707,0.9939459562301636
27.847286224365234,0.9027261734008789,0.992508590221405,27.850250244140625,0.8920817375183105,0.9958215951919556
27.812192916870117,0.9180119037628174,0.9939560294151306,27.811378479003906,0.912014901638031,0.9965134859085083
27.78232765197754,0.9312738180160522,0.9947092533111572,27.781204223632812,0.9275466799736023,0.9969189763069153
27.75649070739746,0.9439761638641357,0.9951691031455994,27.75566864013672,0.9429091215133667,0.9971322417259216
27.733823776245117,0.9541428685188293,0.9955059885978699,27.73310661315918,0.9561979174613953,0.9972692728042603
27.713699340820312,0.9638928771018982,0.9957898855209351,27.712940216064453,0.9665241837501526,0.9973487257957458
27.695642471313477,0.9717738032341003,0.9960536956787109,27.6948299407959,0.9774429798126221,0.9974402189254761
27.6793155670166,0.9785476326942444,0.9963012337684631,27.678091049194336,0.9848914742469788,0.9975498914718628
27.664363861083984,0.9834643006324768,0.9965535402297974,27.66252326965332,0.9897160530090332,0.9976450800895691
27.650577545166016,0.9867143034934998,0.9967836141586304,27.648136138916016,0.9930170774459839,0.9977310299873352
27.637746810913086,0.9887976050376892,0.9970438480377197,27.634754180908203,0.9946252703666687,0.997800350189209
27.625732421875,0.9899404644966125,0.9973099827766418,27.622150421142578,0.9955139756202698,0.9978632926940918
27.61440086364746,0.9906547665596008,0.9975528717041016,27.61029624938965,0.9956832528114319,0.9979559779167175
27.60367202758789,0.991095244884491,0.9977831244468689,27.599096298217773,0.9959794878959656,0.9980461001396179
27.59345245361328,0.9913095235824585,0.9979971647262573,27.588499069213867,0.996191143989563,0.9981396794319153
27.58367919921875,0.9915357232093811,0.9982059001922607,27.57839584350586,0.996275782585144,0.9982073307037354
27.574275970458984,0.9916666746139526,0.9984015226364136,27.568702697753906,0.9962334632873535,0.9982919096946716
27.565204620361328,0.9918095469474792,0.9985920190811157,27.559354782104492,0.996191143989563,0.9983248114585876
27.5563907623291,0.9919404983520508,0.9987608194351196,27.55029296875,0.996275782585144,0.9984226226806641
27.547813415527344,0.9920833110809326,0.9989161491394043,27.541540145874023,0.996275782585144,0.9984719157218933
27.5394344329834,0.9922381043434143,0.9990562200546265,27.533004760742188,0.996275782585144,0.9985718131065369
27.531211853027344,0.9923452138900757,0.9991809129714966,27.524669647216797,0.9963181018829346,0.9986030459403992
27.523103713989258,0.9924880862236023,0.9992915391921997,27.516481399536133,0.9962334632873535,0.9986679553985596
27.515104293823242,0.992642879486084,0.9993854761123657,27.508403778076172,0.9963181018829346,0.9987278580665588
27.507173538208008,0.9927499890327454,0.9994698762893677,27.500396728515625,0.9963604211807251,0.9987725019454956
27.49928855895996,0.9928452372550964,0.9995437860488892,27.492427825927734,0.9964027404785156,0.9988321661949158
